_id,Customer ID,First Name,Last Name,Email,Phone Number,Registration Date,Age,Gender,Location.Street,Location.City,Location.State,Location.Postal Code,Location.Country,Purchase Frequency,Average Order Value,Recency of Purchase,Average Items per Order,Loyalty Program Membership,Online Shopping,Open Rate of Emails,Click-Through Rate,Total Spending,Repeat Purchases,Social Media Engagement,Customer Feedback
64ea5e09fe4f979a95e9cfaf,27163ee3-d45f-47f4-9101-3c9ba0d55fa7,Samuel,Perez,christopher10@example.org,+1-824-400-9779x2698,2021-02-16,75,Male,13829 Burch Cliffs Suite 009,South Brandi,VT,09396,Djibouti,43,123.01,62,1,true,true,0.66,0.11,664.26,3,0.83,0.92
64ea5e09fe4f979a95e9cfb0,49eac8c1-f214-41a3-b735-cc7c50702a63,Molly,Phillips,amy86@example.com,(319)513-8918,2022-04-21,68,Female,566 Patricia Lake,Hernandezburgh,VI,15917,Tajikistan,7,73.45,53,8,false,false,0.66,0.67,908.3,3,0.12,3.04
64ea5e09fe4f979a95e9cfb1,198a4ecb-1822-4f20-8362-b743244857ff,Michael,Mcdaniel,james25@example.net,(436)334-3466x8582,2021-03-09,58,Female,307 Nicole Court,Johnsonfurt,CO,64183,Ecuador,45,62.98,224,4,false,false,0.4,0.89,346.09,7,0.15,0.94
64ea5e09fe4f979a95e9cfb2,3b6d753e-4b2b-415a-a040-b72aaba339ea,Antonio,Rodgers,garciacory@example.org,(555)259-0316,2021-04-09,78,Female,8326 Joseph Plaza,Bartonfort,TN,16720,Bulgaria,28,118.96,158,4,false,false,0.53,0.49,1228.61,2,0.6,0.57
64ea5e09fe4f979a95e9cfb3,d4518ddd-cc5c-4a4e-ba06-b4e8d6e126b2,Beth,Sandoval,gilbertmichael@example.org,+1-875-605-5453x440,2021-12-12,62,Male,178 Lisa Lodge,New Thomas,AL,71694,Aruba,21,27.56,31,3,true,true,0.54,0.57,1812.1,6,0.99,1.44
64ea5e09fe4f979a95e9cfb4,91e4e30f-c316-4541-a2a9-63a2f8221eed,Amy,Marks,danielle95@example.org,499.792.9129,2020-10-22,28,Male,19237 Combs Locks,Frankmouth,VI,52875,Saint Lucia,11,71.06,218,10,false,true,0.88,0.75,1887.15,6,0.86,4.77
64ea5e09fe4f979a95e9cfb5,befef432-d9c1-4df3-8875-06b80659b402,Shawn,Lara,igutierrez@example.net,257-493-6200x8636,2023-03-28,43,Female,6037 Wu Drives Suite 062,Ianview,MN,68419,Faroe Islands,23,40,82,7,true,false,0.69,0.42,1591.13,5,0.83,2.83
64ea5e09fe4f979a95e9cfb6,37dd0dc0-215f-4ce6-9a30-4fbe74db52b6,Raymond,Christian,megan51@example.org,(748)352-5297x38670,2022-11-22,32,Female,8472 Jones Rapids,Kennedymouth,IN,19671,United Arab Emirates,23,113.7,131,3,false,false,0.01,0.86,1405.25,7,0.1,2.01
64ea5e09fe4f979a95e9cfb7,20796a74-66c3-4a15-be38-77606f5227bf,Kristin,Nolan,rhonda54@example.com,001-507-828-1968,2022-07-23,35,Male,82133 Monica Turnpike Suite 935,Anthonyside,VA,56171,Israel,47,127.26,23,1,false,true,0.22,0.87,881.31,9,0.65,2.38
64ea5e09fe4f979a95e9cfb8,38e418cb-a62e-4ba5-9b6c-2b1e1b575116,Laura,Skinner,istrickland@example.com,+1-399-979-8707x02501,2021-08-11,73,Female,4924 Dean Track,North Haley,GA,34439,Taiwan,3,139.15,89,7,false,true,0.16,0.11,208.85,2,0.24,3.28
64ea5e09fe4f979a95e9cfb9,71c60ca7-8e4c-4997-a40a-0bb45e4a07ce,Denise,Combs,jessicahodges@example.com,001-415-602-8469x2347,2023-03-24,58,Female,265 Tucker Plaza Apt. 861,Jenniferland,HI,39245,Turks and Caicos Islands,10,177.48,224,4,true,true,0.56,0.12,747.46,5,0.08,0.03
64ea5e09fe4f979a95e9cfba,eadf1fcf-28fa-4ff9-b240-632f4367bcd2,Rachel,Mcguire,ttyler@example.net,+1-615-306-8443x920,2021-06-14,69,Other,6167 Benjamin Canyon Apt. 043,Williamston,GA,22089,Tunisia,26,87.72,198,3,true,false,0.25,0.13,712.21,3,0.62,1.04
64ea5e09fe4f979a95e9cfbb,07321e16-d08e-4c9e-b809-7e5333b85964,Jeffrey,Walker,jonathandean@example.net,+1-450-715-5497x1138,2022-09-17,61,Female,57514 Victoria Fords,Allenport,NM,08946,Rwanda,47,175.24,246,3,false,true,1,0.56,1241.35,6,0.83,4.78
64ea5e09fe4f979a95e9cfbc,f4edbcfc-b5d5-4f57-bd75-ad9ab5ab649e,Andrew,Miller,lee12@example.org,(674)414-5933,2023-08-17,29,Other,347 Wesley Run,South Stephaniestad,DE,56991,Saint Lucia,5,180.15,274,4,false,true,0.89,0.88,647.85,4,0.28,1.3
64ea5e09fe4f979a95e9cfbd,04ecb40a-e318-4ebb-9c6e-9d78a5516bf0,Elaine,Orozco,benjamin46@example.com,+1-310-320-0694x6398,2020-06-21,73,Other,85445 Williams Mills Apt. 747,Priceborough,PR,96527,Norway,20,112.47,145,6,false,false,0.18,0.55,279.88,9,0.61,3.81
64ea5e09fe4f979a95e9cfbe,585aabf1-554e-4147-9cd8-901c70f8d3ad,Heather,Combs,ronaldreynolds@example.com,256-377-5822,2020-08-08,33,Other,2858 Barbara Trace Apt. 945,Port Anthonychester,RI,65499,Syrian Arab Republic,4,54.87,267,9,true,false,0.49,0.72,353.81,4,0.74,2.93
64ea5e09fe4f979a95e9cfbf,65374eea-87f7-4928-91b7-ce3563ff72ea,Joseph,Mann,vhardin@example.com,381.961.5046x076,2023-06-23,30,Female,70718 Thomas Mountains Suite 220,North Kimberlyville,CT,24616,Andorra,44,122.4,105,3,true,true,0.83,0.88,861.7,8,0.13,4
64ea5e09fe4f979a95e9cfc0,0c175c7d-f7a6-4d01-abc6-a192fa291211,Victoria,Alvarez,morganjonathan@example.com,393-332-2652,2023-03-22,39,Other,3631 Brittany Villages,South Carrie,LA,27192,Philippines,49,179.67,350,4,false,false,0.91,0.93,605.17,3,0.88,0.45
64ea5e09fe4f979a95e9cfc1,b10af774-1cb4-4689-8b8e-e5797ddfddb8,Stephanie,Lee,rodriguezmichelle@example.org,704-664-4359,2022-05-30,50,Other,131 Carolyn Road,Lake Jason,MS,46740,Pitcairn Islands,39,81.76,70,4,false,true,0.05,0.04,593.63,7,0.45,3.54
64ea5e09fe4f979a95e9cfc2,fa5dae0f-1082-4a0a-b654-6a18214d30b9,Pam,Mills,ortegajeffery@example.net,(550)911-4901,2022-08-03,22,Male,4390 James Divide Suite 064,Lindseyside,AS,14152,Brazil,33,79.6,332,7,true,false,0.68,0.3,1353.64,2,0.59,4.88
64ea5e09fe4f979a95e9cfc3,e6e3357c-3e34-4751-a414-32697b7816db,Erica,Spencer,judithklein@example.net,(656)504-7798x20474,2020-07-04,54,Other,26165 George Roads,Shannonfurt,IN,57645,Jordan,21,143.95,99,1,true,true,0.53,0.6,1829.06,9,0.9,3.98
64ea5e09fe4f979a95e9cfc4,640c6f8f-ab51-4b06-92f2-3458de74809f,James,Fields,rdorsey@example.net,366-475-5269x17513,2023-04-08,41,Female,74852 Miguel Island,East Scottstad,AR,65619,Czech Republic,39,96.22,86,10,true,false,0.71,0.44,1302.64,1,0.54,1.81
64ea5e09fe4f979a95e9cfc5,7c501f53-e4f6-45a8-9b2e-e1b8e7641384,Edward,Haley,cesarknight@example.net,7047542037,2021-06-24,27,Female,2574 Estrada Cape,East Alan,CA,37255,Sudan,39,193.07,107,8,true,false,0.21,0.95,282.62,7,0.47,4.21
64ea5e09fe4f979a95e9cfc6,b1a8e078-dafd-4b16-b0f7-7ff5d49e5386,Jesse,Nelson,saundersjonathan@example.net,983.566.3645,2022-05-30,29,Male,0106 Anna Keys,Austintown,WV,92367,United Kingdom,30,23.68,248,6,false,true,0.03,0.85,596.69,10,0.04,3.36
64ea5e09fe4f979a95e9cfc7,f208bfb5-17a0-4dbe-8b9e-145fe901d58f,Karen,Alvarado,laura70@example.net,869-795-9272x37802,2020-02-09,46,Female,88200 Shaw Stravenue,Lake James,MP,37539,Tanzania,20,173.06,257,3,false,true,0.98,0.83,1086.84,6,0.99,1.23
64ea5e09fe4f979a95e9cfc8,ef3c6ef3-068d-4e77-943b-866d8457da30,Gary,Brown,juliarogers@example.org,484.962.6573,2022-11-17,18,Other,980 Acosta Estate Suite 213,New Eric,CO,58426,Afghanistan,44,60.86,132,3,false,true,0.36,0.77,597.05,4,0.96,4.88
64ea5e09fe4f979a95e9cfc9,4dbac91a-3858-4bda-90f7-5714bc669672,Jason,Robbins,dillon91@example.com,+1-760-897-4652x2920,2021-10-22,43,Female,13300 Michelle Fields Suite 582,Amymouth,AR,81182,Turks and Caicos Islands,26,14.23,66,5,false,false,0.59,0.39,1792.35,2,0.28,1.62
64ea5e09fe4f979a95e9cfca,2ff25ebe-b18d-42e4-8d1b-c50d154739b3,Jay,Esparza,bking@example.com,+1-719-641-2829x1033,2022-01-30,45,Female,75153 Patrick Ways Apt. 355,Port Keith,PR,87666,Cyprus,33,166.21,43,2,false,true,0.14,0.42,1490.67,8,0,3.07
64ea5e09fe4f979a95e9cfcb,908a8bfa-401a-4e13-8d43-51d2f488510b,Gerald,Morales,wandahanson@example.org,001-971-983-6881x7427,2021-12-19,63,Male,06056 Kenneth Plain Suite 038,Greenton,DE,92193,Solomon Islands,36,113.46,175,10,true,true,0.02,0.52,325.11,10,0.71,4.87
64ea5e09fe4f979a95e9cfcc,bd329387-9b2e-4e6d-92bf-7607af6fcd1f,Lisa,Pruitt,barbarajarvis@example.com,5659666675,2020-10-22,35,Male,215 Thompson Falls Apt. 455,Mitchellchester,WI,32481,Poland,18,72.57,319,9,false,true,0.55,0.51,1804.04,10,0.27,0.68
64ea5e09fe4f979a95e9cfcd,5937b3db-4312-4f46-846f-3d4272acf8a6,Christopher,Ball,hollowaykenneth@example.com,638-371-7207x156,2023-04-21,73,Male,435 Bass Overpass,East Kendrachester,MT,37366,Bermuda,9,166.85,46,6,false,true,0.97,0.35,906.72,8,0.54,2.83
64ea5e09fe4f979a95e9cfce,661f5dcc-1648-4d8e-a7dd-e08704613a7e,Becky,Church,villegasmichael@example.org,708-237-9497,2022-09-19,65,Other,619 Torres Valley,Hobbsside,LA,32595,Palau,34,100.96,235,1,true,false,0.6,0.66,1910.67,7,0.57,0.6
64ea5e09fe4f979a95e9cfcf,57ca709f-7f8e-46ce-b550-07cb74166e0e,Brenda,Price,cynthiacharles@example.net,(557)395-3339,2023-02-04,39,Female,07111 Young Meadow Apt. 760,New William,AR,75911,Eritrea,35,150.37,174,6,false,false,0.49,0.32,952.44,9,0.23,4.71
64ea5e09fe4f979a95e9cfd0,6274d113-c954-4614-a277-0c0f2c11f290,Tina,Fox,aclark@example.com,(344)661-9354,2020-10-04,22,Other,6922 Levi Walk Suite 516,Apriltown,PR,31043,Russian Federation,44,66.39,200,10,true,true,0.06,0.75,927.19,4,0.81,0.23
64ea5e09fe4f979a95e9cfd1,6f26da05-d894-47ce-b416-c9253d4de11b,Bryan,Spears,robin96@example.com,364-434-2405x83087,2022-09-29,56,Female,60856 Jeffrey Stream,Port Kaylafort,NE,36557,Gibraltar,32,102.83,195,3,true,true,0.22,0.17,556.34,8,0.71,1.03
64ea5e09fe4f979a95e9cfd2,5745c1b2-ebac-4da7-9aeb-8cbfbb51a38e,Brian,Rodgers,hudsoncolin@example.net,001-773-787-2165x59325,2020-01-21,54,Male,456 Ayala Circle Apt. 482,Murrayton,AL,98759,Tonga,22,11.5,46,10,true,false,0.15,0.68,872.03,5,0.13,4.89
64ea5e09fe4f979a95e9cfd3,7733760e-e2bb-4ef2-b285-77f641befab2,Bradley,Graham,robertsonmary@example.org,535.983.2908x535,2020-12-16,72,Other,19382 Oliver Mission Suite 178,East Michaeltown,MI,26383,Guyana,8,106.95,163,2,false,true,0.31,0.61,1122.86,6,0.22,4.98
64ea5e09fe4f979a95e9cfd4,9f6719dc-2613-4224-ae19-4ea42887cf01,Mary,Bright,boylekaren@example.net,631-209-8653,2021-10-27,42,Male,443 Miranda Place Apt. 757,Danieltown,OK,70811,New Zealand,9,33.91,74,7,false,false,0.36,0.31,1514.63,3,0.22,1.1
64ea5e09fe4f979a95e9cfd5,ff03bd88-8f52-4604-9f26-4e22c42a14fc,Kathryn,Hill,mario43@example.org,809.794.6641x412,2020-02-25,74,Female,77317 Paul Streets Apt. 783,New Scott,DE,32575,Israel,12,185.08,199,7,true,false,0.9,0.03,207.32,1,0.36,2.47
64ea5e09fe4f979a95e9cfd6,fa047e12-74da-42cf-a2cd-cf5182e86782,Matthew,Benjamin,armstrongbradley@example.com,887.717.6466x81701,2022-06-08,49,Male,799 Julie Brooks Apt. 372,East Joseph,NV,47519,Eritrea,42,59.78,299,3,false,true,0.6,0.17,445.16,7,0.38,2.12
64ea5e09fe4f979a95e9cfd7,2bd951fc-7d0a-41c1-a669-b8cfac78668e,Leah,Wang,jonescrystal@example.com,240-897-3231,2020-10-10,65,Other,6285 Andrea Via,Lake Robert,AZ,47595,Oman,42,108.52,6,9,false,true,0.47,0.46,857.7,10,0.81,3.85
64ea5e09fe4f979a95e9cfd8,dc59e6b9-0d84-4838-a9a4-012dc8c674fb,Katie,Baker,william34@example.com,865-982-5913x55662,2022-05-07,62,Other,56176 Kimberly Mountain,Andrewhaven,NV,64307,French Polynesia,32,151.05,222,9,false,false,0.45,0.49,1483.7,2,0.49,3.57
64ea5e09fe4f979a95e9cfd9,adeab5e0-97ef-4e70-9f9a-fd4247dba1cb,Kevin,Davidson,williamsmark@example.org,224.276.8250,2022-06-12,57,Female,55306 Adams Run,Castrotown,WA,67089,Cuba,13,153.91,134,5,false,true,0.45,0.67,663.1,9,0.99,1.53
64ea5e09fe4f979a95e9cfda,ec2877c3-ddcd-49f1-b69b-3873da84279a,Heather,Hayden,christophersmith@example.net,354-949-9412x0984,2021-04-29,70,Other,28723 Combs Rapid,Harrisborough,HI,93220,Seychelles,14,54.53,133,2,false,false,0.96,0.01,866.97,5,0.18,0.57
64ea5e09fe4f979a95e9cfdb,9f264d08-7944-4e80-97b3-17478e0e6a2a,Kimberly,Martinez,danielleromero@example.com,(955)725-9586x0979,2023-04-19,40,Female,14992 Murphy Tunnel,North Nicholasmouth,MD,53828,Greece,36,146.1,148,9,true,true,0.26,0.96,436.56,8,0.58,1.85
64ea5e09fe4f979a95e9cfdc,db4337bf-133f-482c-8cc4-fc523756febd,Shelley,Jones,joseph34@example.net,+1-943-292-4396x348,2022-11-18,70,Other,863 Rosario Street Apt. 723,East Sarahtown,AR,49765,Chile,30,67.1,351,10,false,false,0.97,0.9,1611.47,1,0.17,4.18
64ea5e09fe4f979a95e9cfdd,d5264dc9-a6cd-47cc-825f-1a307127f859,Daniel,Lawson,ebenton@example.com,778.417.7944,2022-08-05,69,Male,3043 Mathis Crossing,Simmonsfurt,OK,51654,Cameroon,14,108.66,303,10,false,false,0.5,0.96,1171.63,10,0.41,3.18
64ea5e09fe4f979a95e9cfde,e02d8754-a9a8-4455-8c15-b78b71f02fdc,Catherine,Combs,joyce85@example.org,821-383-3657x1184,2020-08-28,73,Female,1916 Farmer Cove,Port James,MA,37271,Chad,3,39.39,307,6,true,false,0.28,0.96,109.46,4,0.68,4.49
64ea5e09fe4f979a95e9cfdf,ba86578d-2afa-4770-8cf1-5aaf6e56bbd5,Megan,Castro,lopezshelby@example.net,368.274.5903x56216,2022-06-06,18,Female,492 Larry Gateway,New Peter,PR,68554,Panama,7,80.3,166,7,false,true,0.46,0.19,1938.54,6,0.03,2.35
64ea5e09fe4f979a95e9cfe0,3aee9c4a-6cdc-408e-a3f6-1c70f20abf3f,Morgan,Taylor,catherineknox@example.org,955-573-2635x2900,2021-02-26,20,Female,3926 May Flats Suite 699,Marcuston,WY,34382,Bangladesh,13,154.3,340,5,false,true,0.09,0.82,1535.84,6,0.97,1.3
64ea5e09fe4f979a95e9cfe1,05ee2653-f958-4d09-bcc8-6dbdbb60c0d0,Aaron,Johnson,vargassarah@example.net,+1-733-297-6745x654,2022-10-01,53,Other,596 Joy Manor Apt. 188,Benjaminshire,CA,04764,Sao Tome and Principe,10,19.28,4,8,true,false,0.73,0.27,549.1,3,0.96,1.2
64ea5e09fe4f979a95e9cfe2,2a07a370-a6fd-48cb-b50a-09e72a18a25b,Adrienne,Hensley,dmcintosh@example.com,475.231.1727x66536,2021-07-26,77,Female,815 Paul Mews,North Cristinaton,LA,70037,Bosnia and Herzegovina,19,155.33,191,7,false,false,0.38,0.14,112.2,7,0.59,2.9
64ea5e09fe4f979a95e9cfe3,77785604-a91e-4d76-b4de-ff7d6e466544,Stephen,Smith,macdonaldkathleen@example.net,2717113143,2022-08-01,80,Other,8341 Jeffrey Skyway Apt. 962,East Patriciaberg,NE,11469,Norfolk Island,2,112.47,323,5,true,false,0.02,0.39,1127.04,5,0.22,0.34
64ea5e09fe4f979a95e9cfe4,c494b8ae-a923-431b-993c-1e3ac058fd9e,Thomas,Mitchell,millerkaren@example.net,(973)250-8621x055,2023-06-17,41,Other,9125 Dean Park Apt. 318,Courtneyborough,MS,66918,Lebanon,15,109.27,14,2,true,false,0.03,0.38,428.94,9,0.54,1.55
64ea5e09fe4f979a95e9cfe5,40304879-e9f0-4943-bd48-be7bf4ca98f4,Kathryn,Kennedy,david30@example.org,+1-868-542-3496x9346,2021-01-23,59,Other,18019 Cohen Mountains Suite 218,Jamesland,MD,04228,Senegal,48,75.64,223,10,true,true,0.81,0.95,1152.46,2,0.73,4.47
64ea5e09fe4f979a95e9cfe6,6396464c-6441-4b58-9273-35fce1748952,Heather,Camacho,asullivan@example.net,(570)546-8975,2023-04-29,79,Female,388 Claire Pines,Richardtown,PW,41138,Samoa,4,25.2,22,8,false,false,0.74,0.38,561.22,8,0.87,3.89
64ea5e09fe4f979a95e9cfe7,7a090fab-906a-4b45-9ff6-670099bf3e22,Kara,Ortiz,theresa94@example.com,001-876-673-1651,2023-05-24,19,Female,7922 Christian Pines Suite 533,Adrianville,NM,48976,Bhutan,36,68.76,105,5,true,true,0.06,0.71,1986.07,2,0.03,1.39
64ea5e09fe4f979a95e9cfe8,661a87b6-0793-4399-bac1-90228dcfb55b,Dawn,Jones,patrickortiz@example.org,550-790-7486,2021-12-05,78,Male,663 Wood Ridge,Brennanmouth,MN,83150,Peru,50,25.15,260,4,true,false,0.42,0.7,415.36,10,0.09,2.49
64ea5e09fe4f979a95e9cfe9,6c3c32c7-cb7e-404a-8f18-d7e198aeb513,Kelly,Perez,lmartin@example.net,262.201.8901,2020-10-22,74,Other,92028 Kenneth Path Suite 823,Stewartchester,OR,70612,Nicaragua,33,76.37,121,5,false,false,0.91,0.64,880.06,2,0.09,4.34
64ea5e09fe4f979a95e9cfea,038f6fe4-752d-4dac-a675-2ee1d9696d34,Eric,Aguilar,joeljacobson@example.com,(870)527-6128,2021-09-23,67,Other,6202 Wilson Bridge,West Karen,NY,36545,Serbia,41,155.51,230,9,false,true,0.77,0.97,1672.97,4,0.5,2.16
64ea5e09fe4f979a95e9cfeb,cbd9c316-c1f1-48eb-a645-ad996dec4a11,Jacob,Berry,callahandana@example.com,001-819-243-6192x600,2020-10-28,37,Male,362 Michele Summit,Danieltown,SD,74750,Mauritania,44,152.74,327,10,true,true,0.91,0.02,942.29,2,0.13,0.4
64ea5e09fe4f979a95e9cfec,f05fd45d-8c94-406f-b4fb-88558fe7caac,Amber,Berger,sthompson@example.org,(206)661-0249x3146,2021-04-24,41,Other,6293 Michael Circle Apt. 830,Ramireztown,NC,87442,Nicaragua,12,88.96,192,5,true,false,0.01,0.43,313.81,2,0.23,1.79
64ea5e09fe4f979a95e9cfed,29b50c7d-29d6-4091-a6e7-11f90e70136b,Hector,Taylor,lopezeric@example.com,+1-884-939-7339,2020-11-29,37,Male,708 Middleton Forks Apt. 697,Whiteberg,OK,99826,Maldives,39,64.57,39,6,false,true,0.89,0.27,412.04,5,0.48,2.08
64ea5e09fe4f979a95e9cfee,6af33885-a895-47bb-bdf0-3cbef428dd6d,Ashley,Day,osantiago@example.net,001-258-360-0879x0153,2022-06-30,23,Male,303 Lucas Road Apt. 667,Gregoryberg,PR,28059,Guadeloupe,4,137.14,278,4,false,true,0.05,0.22,1945.46,3,0.19,3.69
64ea5e09fe4f979a95e9cfef,4f0e843e-b2b0-4b96-b5c2-4c261f1b7eda,Rhonda,Hopkins,kennedydiane@example.com,381-444-8506,2020-06-16,74,Female,54973 Ashley Mission,North Trevorview,DE,49483,Hong Kong,34,139.73,316,7,true,false,0.49,0.81,1879.41,6,0.42,0.75
64ea5e09fe4f979a95e9cff0,6d839ae4-bc12-4926-a201-af3b88f10c9e,James,Leblanc,zgarner@example.com,586.845.8117x270,2022-07-25,76,Male,234 Daniel Mountain,West Dannybury,AK,48467,El Salvador,16,104.07,173,5,false,true,0.23,0.41,302.14,8,0.52,1.21
64ea5e09fe4f979a95e9cff1,810d6c1c-f47d-440b-a91f-f2ee8ec83f61,Michael,Guzman,lambnancy@example.com,436-723-0032x118,2022-06-10,20,Other,00084 Daniel Mill,West Michaelport,MI,36964,Belize,17,19.45,71,10,true,false,0.34,0.63,1182.07,7,0.93,0.05
64ea5e09fe4f979a95e9cff2,107fa712-b635-4029-82b1-68f56b7528d5,Rebecca,Atkins,nbowman@example.org,577.340.5836,2023-01-16,65,Female,6903 Walters Cape,Lake Micheal,PR,11122,Germany,22,32.6,269,2,false,true,0.46,0.83,948.42,5,0.03,1.67
64ea5e09fe4f979a95e9cff3,747694c8-b6bd-4644-b1fb-06dc96ef1b30,Brett,Marshall,howardlester@example.net,+1-811-398-3101x796,2022-04-25,37,Male,67952 Stephanie Square,South Ryanborough,CO,59686,Tonga,42,198.08,268,8,false,true,0.1,0.53,1337.08,1,0.46,1.24
64ea5e09fe4f979a95e9cff4,cb9d63b5-3881-4789-9e83-232021af8208,Michelle,Reid,gardnerjohn@example.com,286-972-6721x9011,2023-02-12,69,Other,2251 Yates Village Apt. 634,Gomezborough,KS,42221,Bulgaria,19,14.5,111,1,true,true,0.66,0.86,1736.91,1,0.34,2.47
64ea5e09fe4f979a95e9cff5,b4e1eaf2-3e63-41ba-b73f-7c4f5a53f0f0,Michael,Hill,tammy44@example.com,798-346-3591x587,2023-01-09,24,Female,1803 Andrea Passage,Lake Laura,FM,74840,Kyrgyz Republic,5,94.29,309,5,true,false,0.61,0.02,237.23,10,0.63,1.4
64ea5e09fe4f979a95e9cff6,37eba3c1-fecd-4664-b917-4d26acac3973,Thomas,Klein,johnwatson@example.org,695-291-9310x71142,2023-08-22,79,Other,7194 Hernandez Stravenue Suite 900,North Donald,AK,01812,Italy,22,128.18,87,10,true,true,0.09,0.69,1386.76,5,0.35,2.8
64ea5e09fe4f979a95e9cff7,4848ec9f-82ac-47bd-8fd3-88fe1a2e24ff,Jennifer,Bailey,hannahcox@example.org,864-969-8690,2020-10-25,65,Female,26373 Angela Lock Suite 649,North Annette,CA,68744,Guyana,3,174.38,123,4,false,true,0.7,0.52,1460.54,3,0.75,0.1
64ea5e09fe4f979a95e9cff8,50be5f73-24bc-46d3-b254-cfaba0c9d6a2,Julie,Williams,kgibson@example.org,765-641-9372x472,2022-08-16,69,Female,8846 Patricia Camp,Kyleton,WA,67019,Gabon,40,161.13,294,4,false,true,0.08,0.58,1777.61,1,0.48,1.57
64ea5e09fe4f979a95e9cff9,6fbe4b6c-d3f2-43fc-8df3-9a29725d0210,Tyler,Petty,cassandra85@example.com,(978)837-8108,2022-10-12,74,Other,57031 Emily Shore,Bennettburgh,NY,46797,Libyan Arab Jamahiriya,14,95.57,63,9,true,true,0.57,0.74,687.07,6,0.23,0.51
64ea5e09fe4f979a95e9cffa,49319da1-a9d9-4f16-afbd-e5bea0d5ed70,Maria,Ruiz,kwest@example.com,(451)250-8686,2023-03-23,19,Female,241 Nancy Viaduct Apt. 151,North Christopher,CT,86837,Benin,27,128.27,215,5,true,false,0.51,0.8,859.1,2,0.39,2.11
64ea5e09fe4f979a95e9cffb,4b68c8ef-c0f6-4818-9b26-00ee7bf464ed,Carly,Nguyen,christopherallison@example.com,001-360-722-4077x370,2020-12-13,54,Female,5914 Kevin Plain,Scottberg,MA,97834,Albania,50,158.83,99,10,false,false,0.76,0.9,441.64,4,0.4,1.23
64ea5e09fe4f979a95e9cffc,a2454953-7f13-42f9-9e89-7ae4001cc193,Mary,Jimenez,daykristen@example.org,(765)839-0850,2021-09-07,68,Male,7834 Short Vista,West Shelley,RI,61095,Kazakhstan,36,35.31,203,5,true,true,0.52,0.53,1298.77,1,0.78,3.17
64ea5e09fe4f979a95e9cffd,0d1d3e57-c1c5-49c7-808c-8ee60450fcdf,Ashley,Stanley,youngjerry@example.org,601.639.6959x728,2020-01-19,27,Other,687 Hill Springs Suite 982,West Alexander,KY,32156,San Marino,14,154.99,278,5,false,false,0.9,0.93,974.75,8,0.1,4.67
64ea5e09fe4f979a95e9cffe,59a8bf83-4128-43b9-9481-4d97b8e6e072,Mindy,Wilson,kaylawood@example.net,+1-656-702-7418x871,2021-01-09,29,Other,49852 Burke Streets,Kellyhaven,MT,28970,Moldova,6,50.72,98,7,false,false,0.25,0.33,1470.33,5,0.6,2.33
64ea5e09fe4f979a95e9cfff,7afd1aa0-47ab-4fe2-8aff-69178e3b6642,Karen,Sanchez,cohenchristopher@example.com,8947661763,2023-07-08,66,Other,159 Brian Groves Suite 202,North Brian,SD,86840,Poland,17,79.3,47,8,true,false,0.96,0.76,1778.12,9,1,0.64
64ea5e09fe4f979a95e9d000,292fc443-f982-4460-ae40-470311f7c7ea,James,Jimenez,stephen20@example.net,(343)706-1482,2021-11-07,51,Female,6976 Joshua Isle Suite 815,North Stephanie,CT,06306,Montserrat,35,149.44,315,10,true,false,0.61,0.47,943.16,4,0.1,0.05
64ea5e09fe4f979a95e9d001,b86f34b9-8643-4868-94c2-08fdcbb395f6,Christine,Moore,jennifer69@example.com,968-576-8179,2022-05-15,62,Female,8784 Brandon Freeway,Scottmouth,SD,66260,French Southern Territories,10,43.48,146,7,false,false,0.25,0.09,131.63,9,0.08,0.97
64ea5e09fe4f979a95e9d002,72d65297-15d9-484d-ba2a-298c81837e54,Briana,Nelson,henry63@example.com,+1-495-561-2908x1793,2021-03-21,34,Other,76501 Mccarty Square,Port Robertville,GU,89667,Slovenia,8,133.19,255,6,true,false,0.81,0.38,1689.79,6,0.53,4.23
64ea5e09fe4f979a95e9d003,085ca08c-74cf-4b9e-aa34-4a45c4ec9316,Angela,Scott,justinjackson@example.org,971.299.7751,2022-10-20,66,Other,04076 Kaufman Light Suite 949,West Calebstad,MS,88152,Suriname,2,12.44,112,4,true,true,0.78,0.12,1639.65,5,0.61,4.73
64ea5e09fe4f979a95e9d004,e4491757-8fb9-4c57-96fa-0150611ae01c,Bradley,Robinson,gonzalezrichard@example.com,630.556.6223x316,2023-04-12,20,Male,63822 Jefferson Parkway,Brucefurt,AZ,86261,Samoa,27,35.98,91,9,false,false,0.68,0.52,413.79,8,0.01,4.64
64ea5e09fe4f979a95e9d005,3c9b5523-6a7b-4605-be5d-57591db69b17,Tracy,Anderson,jodyrodriguez@example.com,2959206938,2021-07-14,21,Male,5046 Amanda Estates Suite 962,Kennethhaven,NE,60492,Seychelles,8,99.94,197,1,true,true,0.36,0.25,417.38,7,0.29,0.09
64ea5e09fe4f979a95e9d006,933b6e00-5256-44ea-911e-2d4320db4f83,Matthew,Miranda,christophergarza@example.net,001-850-693-3908,2022-11-26,23,Other,8230 Benitez Wall,Dawnview,MH,86916,United States of America,12,89.64,138,9,false,false,0.86,0.4,533.6,1,0.72,3.68
